CHAMP;SEXE;ANNEE_1962_2019;AGE_ATTEINT_R;DECES
FM;H;1980;D78;9716
FM;H;1980;D79;9577
FM;H;1980;D80;8907
FM;H;1980;D81;8787
FM;H;1980;D82;7785
FM;H;1980;D83;7347
FM;H;1980;D84;6623
FM;H;1980;D85;5208
FM;H;1980;D86;4779
FM;H;1980;D87;4224
FM;H;1980;D88;3667
FM;H;1980;D89;3331
FM;H;1980;D90;2595
FM;H;1980;D91;2333
FM;H;1980;D92;1812
FM;H;1980;D93;1391
FM;H;1980;D94;1024
FM;H;1980;D95;800
FM;H;1980;D96;567
FM;H;1980;D97;392
FM;H;1980;D98;236
FM;H;1980;D99;149
FM;H;1980;D100;253
FM;H;1981;DEC;287614
FM;H;1981;D0;3884
FM;H;1981;D1;950
FM;H;1981;D2;249
FM;H;1981;D3;217
FM;H;1981;D4;199
FM;H;1981;D5;166
FM;H;1981;D6;127
FM;H;1981;D7;145
FM;H;1981;D8;149
FM;H;1981;D9;150
FM;H;1981;D10;135
FM;H;1981;D11;133
FM;H;1981;D12;143
FM;H;1981;D13;135
FM;H;1981;D14;188
FM;H;1981;D15;226
FM;H;1981;D16;271
FM;H;1981;D17;430
FM;H;1981;D18;636
FM;H;1981;D19;771
FM;H;1981;D20;809
FM;H;1981;D21;775
FM;H;1981;D22;749
FM;H;1981;D23;754
FM;H;1981;D24;670
FM;H;1981;D25;703
FM;H;1981;D26;674
FM;H;1981;D27;623
FM;H;1981;D28;620
FM;H;1981;D29;622
FM;H;1981;D30;656
FM;H;1981;D31;663
FM;H;1981;D32;763
FM;H;1981;D33;811
FM;H;1981;D34;820
FM;H;1981;D35;798
FM;H;1981;D36;692
FM;H;1981;D37;709
FM;H;1981;D38;763
FM;H;1981;D39;807
FM;H;1981;D40;757
FM;H;1981;D41;920
FM;H;1981;D42;1069
FM;H;1981;D43;1149
FM;H;1981;D44;1340
FM;H;1981;D45;1437
FM;H;1981;D46;1606
FM;H;1981;D47;1905
FM;H;1981;D48;2054
FM;H;1981;D49;2522
FM;H;1981;D50;2712
FM;H;1981;D51;2969
FM;H;1981;D52;2996
FM;H;1981;D53;3323
FM;H;1981;D54;3417
FM;H;1981;D55;3663
FM;H;1981;D56;3885
FM;H;1981;D57;3926
FM;H;1981;D58;4222
FM;H;1981;D59;4397
FM;H;1981;D60;4904
FM;H;1981;D61;5533
FM;H;1981;D62;3510
FM;H;1981;D63;3351
FM;H;1981;D64;3088
FM;H;1981;D65;3032
FM;H;1981;D66;4095
FM;H;1981;D67;6320
FM;H;1981;D68;6642
FM;H;1981;D69;7153
FM;H;1981;D70;7105
FM;H;1981;D71;8038
FM;H;1981;D72;8479
FM;H;1981;D73;8730
FM;H;1981;D74;8921
FM;H;1981;D75;9308
FM;H;1981;D76;9404
FM;H;1981;D77;9578
FM;H;1981;D78;9645
FM;H;1981;D79;9860
FM;H;1981;D80;9655
FM;H;1981;D81;9073
FM;H;1981;D82;8498
FM;H;1981;D83;7771
FM;H;1981;D84;6860
FM;H;1981;D85;6152
FM;H;1981;D86;4926
FM;H;1981;D87;4559
FM;H;1981;D88;3984
FM;H;1981;D89;3239
FM;H;1981;D90;2921
FM;H;1981;D91;2302
FM;H;1981;D92;1842
FM;H;1981;D93;1466
FM;H;1981;D94;1140
FM;H;1981;D95;802
FM;H;1981;D96;593
FM;H;1981;D97;379
FM;H;1981;D98;270
FM;H;1981;D99;171
FM;H;1981;D100;261
FM;H;1982;DEC;282660
FM;H;1982;D0;3663
FM;H;1982;D1;888
FM;H;1982;D2;297
FM;H;1982;D3;196
FM;H;1982;D4;159
FM;H;1982;D5;159
FM;H;1982;D6;119
FM;H;1982;D7;119
FM;H;1982;D8;132
FM;H;1982;D9;121
FM;H;1982;D10;113
FM;H;1982;D11;122
FM;H;1982;D12;130
FM;H;1982;D13;138
FM;H;1982;D14;195
FM;H;1982;D15;225
FM;H;1982;D16;315
FM;H;1982;D17;430
FM;H;1982;D18;622
FM;H;1982;D19;782
FM;H;1982;D20;738
FM;H;1982;D21;857
FM;H;1982;D22;750
FM;H;1982;D23;757
FM;H;1982;D24;655
FM;H;1982;D25;692
FM;H;1982;D26;682
FM;H;1982;D27;646
FM;H;1982;D28;639
FM;H;1982;D29;662
FM;H;1982;D30;683
FM;H;1982;D31;701
FM;H;1982;D32;746
FM;H;1982;D33;744
FM;H;1982;D34;751
FM;H;1982;D35;886
FM;H;1982;D36;877
FM;H;1982;D37;708
FM;H;1982;D38;795
FM;H;1982;D39;884
FM;H;1982;D40;891
FM;H;1982;D41;837
FM;H;1982;D42;1016
FM;H;1982;D43;1188
FM;H;1982;D44;1236
FM;H;1982;D45;1442
FM;H;1982;D46;1607
FM;H;1982;D47;1809
FM;H;1982;D48;2049
FM;H;1982;D49;2285
FM;H;1982;D50;2648
FM;H;1982;D51;2789
FM;H;1982;D52;3052
FM;H;1982;D53;3111
FM;H;1982;D54;3467
FM;H;1982;D55;3712
FM;H;1982;D56;3911
FM;H;1982;D57;4113
FM;H;1982;D58;4100
FM;H;1982;D59;4378
FM;H;1982;D60;4780
FM;H;1982;D61;5152
FM;H;1982;D62;5654
FM;H;1982;D63;3610
FM;H;1982;D64;3385
FM;H;1982;D65;3085
FM;H;1982;D66;3131
FM;H;1982;D67;4142
FM;H;1982;D68;6313
FM;H;1982;D69;6939
FM;H;1982;D70;7462
FM;H;1982;D71;7247
FM;H;1982;D72;7974
FM;H;1982;D73;8327
FM;H;1982;D74;8948
FM;H;1982;D75;8789
FM;H;1982;D76;9246
FM;H;1982;D77;9302
FM;H;1982;D78;9374
FM;H;1982;D79;9458
FM;H;1982;D80;9501
FM;H;1982;D81;9117
FM;H;1982;D82;8312
FM;H;1982;D83;7788
FM;H;1982;D84;6960
FM;H;1982;D85;6312
FM;H;1982;D86;5548
FM;H;1982;D87;4333
FM;H;1982;D88;3862
FM;H;1982;D89;3365
FM;H;1982;D90;2747
FM;H;1982;D91;2282
FM;H;1982;D92;1810
FM;H;1982;D93;1444
FM;H;1982;D94;1115
FM;H;1982;D95;765
FM;H;1982;D96;580
FM;H;1982;D97;401
FM;H;1982;D98;252
FM;H;1982;D99;154
FM;H;1982;D100;275
FM;H;1983;DEC;288897
FM;H;1983;D0;3235
FM;H;1983;D1;904
FM;H;1983;D2;311
FM;H;1983;D3;209
FM;H;1983;D4;160
FM;H;1983;D5;150
FM;H;1983;D6;155
FM;H;1983;D7;121
FM;H;1983;D8;135
FM;H;1983;D9;110
FM;H;1983;D10;132
FM;H;1983;D11;121
FM;H;1983;D12;126
FM;H;1983;D13;140
FM;H;1983;D14;175
FM;H;1983;D15;206
FM;H;1983;D16;302
FM;H;1983;D17;388
FM;H;1983;D18;551
FM;H;1983;D19;690
FM;H;1983;D20;768
FM;H;1983;D21;783
FM;H;1983;D22;746
FM;H;1983;D23;764
FM;H;1983;D24;742
FM;H;1983;D25;660
FM;H;1983;D26;701
FM;H;1983;D27;669
FM;H;1983;D28;644
FM;H;1983;D29;696
FM;H;1983;D30;749
FM;H;1983;D31;735
FM;H;1983;D32;696
FM;H;1983;D33;789
FM;H;1983;D34;776
FM;H;1983;D35;878
FM;H;1983;D36;946
FM;H;1983;D37;951
FM;H;1983;D38;796
FM;H;1983;D39;905
FM;H;1983;D40;928
FM;H;1983;D41;880
FM;H;1983;D42;910
FM;H;1983;D43;1024
FM;H;1983;D44;1333
FM;H;1983;D45;1441
FM;H;1983;D46;1546
FM;H;1983;D47;1749
FM;H;1983;D48;1938
FM;H;1983;D49;2170
FM;H;1983;D50;2399
FM;H;1983;D51;2779
FM;H;1983;D52;3040
FM;H;1983;D53;3341
FM;H;1983;D54;3280
FM;H;1983;D55;3667
FM;H;1983;D56;3887
FM;H;1983;D57;4021
FM;H;1983;D58;4256
FM;H;1983;D59;4393
FM;H;1983;D60;4635
FM;H;1983;D61;4968
FM;H;1983;D62;5301
FM;H;1983;D63;5972
FM;H;1983;D64;3800
FM;H;1983;D65;3691
FM;H;1983;D66;3364
FM;H;1983;D67;3324
FM;H;1983;D68;4296
FM;H;1983;D69;6738
FM;H;1983;D70;7249
FM;H;1983;D71;7753
FM;H;1983;D72;7655
FM;H;1983;D73;8433
FM;H;1983;D74;8880
FM;H;1983;D75;9219
FM;H;1983;D76;9378
FM;H;1983;D77;9633
FM;H;1983;D78;9686
FM;H;1983;D79;9601
FM;H;1983;D80;9471
FM;H;1983;D81;9655
FM;H;1983;D82;9099
FM;H;1983;D83;8352
FM;H;1983;D84;7876
FM;H;1983;D85;6784
FM;H;1983;D86;6025
FM;H;1983;D87;5259
FM;H;1983;D88;4019
FM;H;1983;D89;3384
FM;H;1983;D90;2995
FM;H;1983;D91;2352
FM;H;1983;D92;1997
FM;H;1983;D93;1485
FM;H;1983;D94;1220
FM;H;1983;D95;881
FM;H;1983;D96;572
FM;H;1983;D97;412
FM;H;1983;D98;269
FM;H;1983;D99;175
FM;H;1983;D100;342
FM;H;1984;DEC;282468
FM;H;1984;D0;2978
FM;H;1984;D1;775
FM;H;1984;D2;260
FM;H;1984;D3;207
FM;H;1984;D4;182
FM;H;1984;D5;130
FM;H;1984;D6;127
FM;H;1984;D7;119
FM;H;1984;D8;96
FM;H;1984;D9;105
FM;H;1984;D10;115
FM;H;1984;D11;118
FM;H;1984;D12;123
FM;H;1984;D13;138
FM;H;1984;D14;166
FM;H;1984;D15;226
FM;H;1984;D16;296
FM;H;1984;D17;365
FM;H;1984;D18;491
FM;H;1984;D19;615
FM;H;1984;D20;720
FM;H;1984;D21;786
FM;H;1984;D22;778
FM;H;1984;D23;735
FM;H;1984;D24;732
FM;H;1984;D25;675
FM;H;1984;D26;658
FM;H;1984;D27;647
FM;H;1984;D28;678
FM;H;1984;D29;694
FM;H;1984;D30;731
FM;H;1984;D31;679
FM;H;1984;D32;727
FM;H;1984;D33;757
FM;H;1984;D34;833
FM;H;1984;D35;844
FM;H;1984;D36;911
FM;H;1984;D37;1000
FM;H;1984;D38;1045
FM;H;1984;D39;852
FM;H;1984;D40;947
FM;H;1984;D41;993
FM;H;1984;D42;983
FM;H;1984;D43;960
FM;H;1984;D44;1166
FM;H;1984;D45;1324
FM;H;1984;D46;1479
FM;H;1984;D47;1683
FM;H;1984;D48;1887
FM;H;1984;D49;2033
FM;H;1984;D50;2365
FM;H;1984;D51;2552
FM;H;1984;D52;2840
FM;H;1984;D53;3145
FM;H;1984;D54;3383
FM;H;1984;D55;3571
FM;H;1984;D56;3840
FM;H;1984;D57;3981
FM;H;1984;D58;4271
FM;H;1984;D59;4596
FM;H;1984;D60;4661
FM;H;1984;D61;4847
FM;H;1984;D62;5241
FM;H;1984;D63;5637
FM;H;1984;D64;6132
FM;H;1984;D65;3915
FM;H;1984;D66;3665
FM;H;1984;D67;3366
FM;H;1984;D68;3323
FM;H;1984;D69;4477
FM;H;1984;D70;6905
FM;H;1984;D71;7326
FM;H;1984;D72;7901
FM;H;1984;D73;7767
FM;H;1984;D74;8513
FM;H;1984;D75;8829
FM;H;1984;D76;9308
FM;H;1984;D77;9018
FM;H;1984;D78;9418
FM;H;1984;D79;9449
FM;H;1984;D80;9282
FM;H;1984;D81;8959
FM;H;1984;D82;8922
FM;H;1984;D83;8477
FM;H;1984;D84;7570
FM;H;1984;D85;7001
FM;H;1984;D86;6073
FM;H;1984;D87;5286
FM;H;1984;D88;4466
FM;H;1984;D89;3340
FM;H;1984;D90;2904
FM;H;1984;D91;2353
FM;H;1984;D92;1845
FM;H;1984;D93;1526
FM;H;1984;D94;1081
FM;H;1984;D95;812
FM;H;1984;D96;627
FM;H;1984;D97;404
FM;H;1984;D98;279
FM;H;1984;D99;154
FM;H;1984;D100;296
FM;H;1985;DEC;286892
FM;H;1985;D0;3097
FM;H;1985;D1;796
FM;H;1985;D2;230
FM;H;1985;D3;176
FM;H;1985;D4;152
FM;H;1985;D5;125
FM;H;1985;D6;112
FM;H;1985;D7;107
FM;H;1985;D8;111
FM;H;1985;D9;88
FM;H;1985;D10;108
FM;H;1985;D11;100
FM;H;1985;D12;124
FM;H;1985;D13;132
FM;H;1985;D14;167
FM;H;1985;D15;218
FM;H;1985;D16;283
FM;H;1985;D17;366
FM;H;1985;D18;487
FM;H;1985;D19;591
FM;H;1985;D20;645
FM;H;1985;D21;664
FM;H;1985;D22;727
FM;H;1985;D23;701
FM;H;1985;D24;647
FM;H;1985;D25;685
FM;H;1985;D26;670
FM;H;1985;D27;659
FM;H;1985;D28;652
FM;H;1985;D29;635
FM;H;1985;D30;650
FM;H;1985;D31;733
FM;H;1985;D32;686
FM;H;1985;D33;739
FM;H;1985;D34;777
FM;H;1985;D35;849
FM;H;1985;D36;950
FM;H;1985;D37;961
FM;H;1985;D38;1027
FM;H;1985;D39;1142
FM;H;1985;D40;914
FM;H;1985;D41;1033
FM;H;1985;D42;1069
FM;H;1985;D43;1044
FM;H;1985;D44;1076
FM;H;1985;D45;1226
FM;H;1985;D46;1464
FM;H;1985;D47;1631
FM;H;1985;D48;1842
FM;H;1985;D49;2009
FM;H;1985;D50;2232
FM;H;1985;D51;2454
FM;H;1985;D52;2714
FM;H;1985;D53;3104
FM;H;1985;D54;3269
FM;H;1985;D55;3719
FM;H;1985;D56;3765
FM;H;1985;D57;3998
FM;H;1985;D58;4365
FM;H;1985;D59;4462
FM;H;1985;D60;4654
FM;H;1985;D61;4860
FM;H;1985;D62;5124
FM;H;1985;D63;5398
FM;H;1985;D64;5910
FM;H;1985;D65;6396
FM;H;1985;D66;4151
FM;H;1985;D67;3803
FM;H;1985;D68;3515
FM;H;1985;D69;3585
FM;H;1985;D70;4695
FM;H;1985;D71;7068
FM;H;1985;D72;7693
FM;H;1985;D73;8307
FM;H;1985;D74;8102
FM;H;1985;D75;8761
FM;H;1985;D76;9293
FM;H;1985;D77;9549
FM;H;1985;D78;9280
FM;H;1985;D79;9497
FM;H;1985;D80;9622
FM;H;1985;D81;9494
FM;H;1985;D82;9214
FM;H;1985;D83;8897
FM;H;1985;D84;8302
FM;H;1985;D85;7234
FM;H;1985;D86;6726
FM;H;1985;D87;5621
FM;H;1985;D88;4833
FM;H;1985;D89;4035
FM;H;1985;D90;3052
FM;H;1985;D91;2479
FM;H;1985;D92;2032
FM;H;1985;D93;1500
FM;H;1985;D94;1297
FM;H;1985;D95;899
FM;H;1985;D96;630
FM;H;1985;D97;459
FM;H;1985;D98;270
FM;H;1985;D99;160
FM;H;1985;D100;336
FM;H;1986;DEC;283779
FM;H;1986;D0;2963
FM;H;1986;D1;786
FM;H;1986;D2;229
FM;H;1986;D3;163
FM;H;1986;D4;148
FM;H;1986;D5;157
FM;H;1986;D6;96
FM;H;1986;D7;102
FM;H;1986;D8;127
FM;H;1986;D9;103
FM;H;1986;D10;92
FM;H;1986;D11;100
FM;H;1986;D12;109
FM;H;1986;D13;118
FM;H;1986;D14;145
FM;H;1986;D15;202
FM;H;1986;D16;253
FM;H;1986;D17;378
FM;H;1986;D18;467
FM;H;1986;D19;571
FM;H;1986;D20;670
FM;H;1986;D21;667
FM;H;1986;D22;720
FM;H;1986;D23;720
FM;H;1986;D24;657
FM;H;1986;D25;638
FM;H;1986;D26;645
FM;H;1986;D27;678
FM;H;1986;D28;593
FM;H;1986;D29;652
FM;H;1986;D30;671
FM;H;1986;D31;682
FM;H;1986;D32;721
FM;H;1986;D33;821
FM;H;1986;D34;792
FM;H;1986;D35;839
FM;H;1986;D36;939
FM;H;1986;D37;947
FM;H;1986;D38;1107
FM;H;1986;D39;1116
FM;H;1986;D40;1204
FM;H;1986;D41;1002
FM;H;1986;D42;1107
FM;H;1986;D43;1173
FM;H;1986;D44;1195
FM;H;1986;D45;1206
FM;H;1986;D46;1300
FM;H;1986;D47;1595
FM;H;1986;D48;1648
FM;H;1986;D49;1913
FM;H;1986;D50;2070
FM;H;1986;D51;2263
FM;H;1986;D52;2739
FM;H;1986;D53;2969
FM;H;1986;D54;3241
FM;H;1986;D55;3580
FM;H;1986;D56;3915
FM;H;1986;D57;3822
FM;H;1986;D58;4122
FM;H;1986;D59;4277
FM;H;1986;D60;4725
FM;H;1986;D61;4987
FM;H;1986;D62;4926
FM;H;1986;D63;5356
FM;H;1986;D64;5631
FM;H;1986;D65;5998
FM;H;1986;D66;6638
FM;H;1986;D67;4248
FM;H;1986;D68;3876
FM;H;1986;D69;3692
FM;H;1986;D70;3798
FM;H;1986;D71;4686
FM;H;1986;D72;7486
FM;H;1986;D73;8028
FM;H;1986;D74;8120
FM;H;1986;D75;8222
FM;H;1986;D76;8939
FM;H;1986;D77;9277
FM;H;1986;D78;9506
FM;H;1986;D79;9319
FM;H;1986;D80;9505
FM;H;1986;D81;9034
FM;H;1986;D82;8884
FM;H;1986;D83;8696
FM;H;1986;D84;8492
FM;H;1986;D85;7732
FM;H;1986;D86;6611
FM;H;1986;D87;5995
FM;H;1986;D88;4829
FM;H;1986;D89;4147
FM;H;1986;D90;3508
FM;H;1986;D91;2478
FM;H;1986;D92;2031
FM;H;1986;D93;1515
FM;H;1986;D94;1196
FM;H;1986;D95;900
FM;H;1986;D96;616
FM;H;1986;D97;452
FM;H;1986;D98;272
FM;H;1986;D99;166
FM;H;1986;D100;337
FM;H;1987;DEC;275360
FM;H;1987;D0;2940
FM;H;1987;D1;780
FM;H;1987;D2;210
FM;H;1987;D3;165
FM;H;1987;D4;114
FM;H;1987;D5;143
FM;H;1987;D6;101
FM;H;1987;D7;114
FM;H;1987;D8;106
FM;H;1987;D9;84
FM;H;1987;D10;85
FM;H;1987;D11;98
FM;H;1987;D12;86
FM;H;1987;D13;116
FM;H;1987;D14;145
FM;H;1987;D15;176
FM;H;1987;D16;244
FM;H;1987;D17;333
FM;H;1987;D18;422
FM;H;1987;D19;531
FM;H;1987;D20;622
FM;H;1987;D21;632
FM;H;1987;D22;648
FM;H;1987;D23;676
FM;H;1987;D24;634
FM;H;1987;D25;588
FM;H;1987;D26;634
FM;H;1987;D27;644
FM;H;1987;D28;660
FM;H;1987;D29;661
FM;H;1987;D30;683
FM;H;1987;D31;697
FM;H;1987;D32;742
FM;H;1987;D33;722
FM;H;1987;D34;735
FM;H;1987;D35;861
FM;H;1987;D36;911
FM;H;1987;D37;1008
FM;H;1987;D38;993
FM;H;1987;D39;1145
FM;H;1987;D40;1149
FM;H;1987;D41;1313
FM;H;1987;D42;1081
FM;H;1987;D43;1168
FM;H;1987;D44;1242
FM;H;1987;D45;1223
FM;H;1987;D46;1189
FM;H;1987;D47;1388
FM;H;1987;D48;1648
FM;H;1987;D49;1807
FM;H;1987;D50;2009
FM;H;1987;D51;2261
FM;H;1987;D52;2370
FM;H;1987;D53;2754
FM;H;1987;D54;2968
FM;H;1987;D55;3288
FM;H;1987;D56;3546
FM;H;1987;D57;3970
FM;H;1987;D58;3838
FM;H;1987;D59;4373
FM;H;1987;D60;4392
FM;H;1987;D61;4699
FM;H;1987;D62;5045
FM;H;1987;D63;5117
FM;H;1987;D64;5446
FM;H;1987;D65;5756
FM;H;1987;D66;6231
FM;H;1987;D67;6782
FM;H;1987;D68;4291
FM;H;1987;D69;3931
FM;H;1987;D70;3674
FM;H;1987;D71;3706
FM;H;1987;D72;4920
FM;H;1987;D73;7594
FM;H;1987;D74;7849
FM;H;1987;D75;8391
FM;H;1987;D76;8087
FM;H;1987;D77;8799
FM;H;1987;D78;8985
FM;H;1987;D79;9066
FM;H;1987;D80;8974
FM;H;1987;D81;8953
FM;H;1987;D82;8732
FM;H;1987;D83;8354
FM;H;1987;D84;7870
FM;H;1987;D85;7555
FM;H;1987;D86;6907
FM;H;1987;D87;5947
FM;H;1987;D88;4968
FM;H;1987;D89;4009
FM;H;1987;D90;3497
FM;H;1987;D91;2807
FM;H;1987;D92;2008
FM;H;1987;D93;1578
FM;H;1987;D94;1260
FM;H;1987;D95;820
FM;H;1987;D96;637
FM;H;1987;D97;441
FM;H;1987;D98;303
FM;H;1987;D99;197
FM;H;1987;D100;308
FM;H;1988;DEC;272456
FM;H;1988;D0;2900
FM;H;1988;D1;791
FM;H;1988;D2;239
FM;H;1988;D3;136
FM;H;1988;D4;149
FM;H;1988;D5;100
FM;H;1988;D6;108
FM;H;1988;D7;89
FM;H;1988;D8;101
FM;H;1988;D9;89
FM;H;1988;D10;71
FM;H;1988;D11;91
FM;H;1988;D12;77
FM;H;1988;D13;110
FM;H;1988;D14;121
FM;H;1988;D15;171
FM;H;1988;D16;233
FM;H;1988;D17;335
FM;H;1988;D18;477
FM;H;1988;D19;574
FM;H;1988;D20;584
FM;H;1988;D21;656
FM;H;1988;D22;659
FM;H;1988;D23;682
FM;H;1988;D24;679
FM;H;1988;D25;640
FM;H;1988;D26;630
FM;H;1988;D27;622
FM;H;1988;D28;632
FM;H;1988;D29;653
FM;H;1988;D30;670
FM;H;1988;D31;699
FM;H;1988;D32;721
FM;H;1988;D33;799
FM;H;1988;D34;822
FM;H;1988;D35;845
FM;H;1988;D36;934
FM;H;1988;D37;965
FM;H;1988;D38;1046
FM;H;1988;D39;1103
FM;H;1988;D40;1259
FM;H;1988;D41;1294
FM;H;1988;D42;1348
FM;H;1988;D43;1153
FM;H;1988;D44;1301
FM;H;1988;D45;1323
FM;H;1988;D46;1308
FM;H;1988;D47;1239
FM;H;1988;D48;1465
FM;H;1988;D49;1758
FM;H;1988;D50;1932
FM;H;1988;D51;2095
FM;H;1988;D52;2375
FM;H;1988;D53;2458
FM;H;1988;D54;2855
FM;H;1988;D55;3133
FM;H;1988;D56;3477
FM;H;1988;D57;3757
FM;H;1988;D58;4135
FM;H;1988;D59;4104
FM;H;1988;D60;4449
FM;H;1988;D61;4678
FM;H;1988;D62;4858
FM;H;1988;D63;5136
FM;H;1988;D64;5131
FM;H;1988;D65;5452
FM;H;1988;D66;5866
FM;H;1988;D67;6249
FM;H;1988;D68;6817
FM;H;1988;D69;4390
FM;H;1988;D70;3959
FM;H;1988;D71;3850
FM;H;1988;D72;3709
FM;H;1988;D73;4849
FM;H;1988;D74;7560
FM;H;1988;D75;8074
FM;H;1988;D76;8418
FM;H;1988;D77;8220
FM;H;1988;D78;8893
FM;H;1988;D79;8866
FM;H;1988;D80;9000
FM;H;1988;D81;8698
FM;H;1988;D82;8813
FM;H;1988;D83;8274
FM;H;1988;D84;7752
FM;H;1988;D85;7563
FM;H;1988;D86;6890
FM;H;1988;D87;6185
FM;H;1988;D88;5237
FM;H;1988;D89;4478
FM;H;1988;D90;3571
FM;H;1988;D91;2890
FM;H;1988;D92;2324
FM;H;1988;D93;1598
FM;H;1988;D94;1170
FM;H;1988;D95;904
FM;H;1988;D96;608
FM;H;1988;D97;460
FM;H;1988;D98;312
FM;H;1988;D99;229
FM;H;1988;D100;304
FM;H;1989;DEC;274263
FM;H;1989;D0;2787
FM;H;1989;D1;734
FM;H;1989;D2;220
FM;H;1989;D3;147
FM;H;1989;D4;121
FM;H;1989;D5;112
FM;H;1989;D6;98
FM;H;1989;D7;111
FM;H;1989;D8;82
FM;H;1989;D9;84
FM;H;1989;D10;86
FM;H;1989;D11;77
FM;H;1989;D12;86
FM;H;1989;D13;86
FM;H;1989;D14;128
FM;H;1989;D15;166
FM;H;1989;D16;239
FM;H;1989;D17;356
FM;H;1989;D18;463
FM;H;1989;D19;536
FM;H;1989;D20;620
FM;H;1989;D21;627
FM;H;1989;D22;687
FM;H;1989;D23;725
FM;H;1989;D24;658
FM;H;1989;D25;722
FM;H;1989;D26;662
FM;H;1989;D27;694
FM;H;1989;D28;667
FM;H;1989;D29;666
FM;H;1989;D30;735
FM;H;1989;D31;674
FM;H;1989;D32;788
FM;H;1989;D33;754
FM;H;1989;D34;885
FM;H;1989;D35;871
FM;H;1989;D36;904
FM;H;1989;D37;964
FM;H;1989;D38;1081
FM;H;1989;D39;1102
FM;H;1989;D40;1189
FM;H;1989;D41;1371
FM;H;1989;D42;1437
FM;H;1989;D43;1474
FM;H;1989;D44;1294
FM;H;1989;D45;1300
FM;H;1989;D46;1411
FM;H;1989;D47;1390
FM;H;1989;D48;1396
FM;H;1989;D49;1625
FM;H;1989;D50;1899
FM;H;1989;D51;2060
FM;H;1989;D52;2284
FM;H;1989;D53;2527
FM;H;1989;D54;2698
FM;H;1989;D55;3004
FM;H;1989;D56;3277
FM;H;1989;D57;3505
FM;H;1989;D58;3922
FM;H;1989;D59;4257
FM;H;1989;D60;4393
FM;H;1989;D61;4638
FM;H;1989;D62;4834
FM;H;1989;D63;5048
FM;H;1989;D64;5394
FM;H;1989;D65;5466
FM;H;1989;D66;5795
FM;H;1989;D67;5973
FM;H;1989;D68;6503
FM;H;1989;D69;7196
FM;H;1989;D70;4526
FM;H;1989;D71;4182
FM;H;1989;D72;3813
FM;H;1989;D73;3908
FM;H;1989;D74;5040
FM;H;1989;D75;7698
FM;H;1989;D76;8204
FM;H;1989;D77;8702
FM;H;1989;D78;8371
FM;H;1989;D79;9109
FM;H;1989;D80;8910
FM;H;1989;D81;8845
FM;H;1989;D82;8704
FM;H;1989;D83;8465
FM;H;1989;D84;8100
FM;H;1989;D85;7462
FM;H;1989;D86;6957
FM;H;1989;D87;6497
FM;H;1989;D88;5818
FM;H;1989;D89;4689
FM;H;1989;D90;3846
FM;H;1989;D91;3152
FM;H;1989;D92;2475
FM;H;1989;D93;1835
FM;H;1989;D94;1197
FM;H;1989;D95;972
FM;H;1989;D96;691
FM;H;1989;D97;488
FM;H;1989;D98;301
FM;H;1989;D99;219
FM;H;1989;D100;322
FM;H;1990;DEC;272664
FM;H;1990;D0;2677
FM;H;1990;D1;736
FM;H;1990;D2;244
FM;H;1990;D3;158
FM;H;1990;D4;100
FM;H;1990;D5;116
FM;H;1990;D6;94
FM;H;1990;D7;71
FM;H;1990;D8;79
FM;H;1990;D9;68
FM;H;1990;D10;92
FM;H;1990;D11;76
FM;H;1990;D12;86
FM;H;1990;D13;76
FM;H;1990;D14;96
FM;H;1990;D15;167
FM;H;1990;D16;211
FM;H;1990;D17;333
FM;H;1990;D18;433
FM;H;1990;D19;556
FM;H;1990;D20;602
FM;H;1990;D21;636
FM;H;1990;D22;700
FM;H;1990;D23;663
FM;H;1990;D24;663
FM;H;1990;D25;706
FM;H;1990;D26;653
FM;H;1990;D27;705
FM;H;1990;D28;694
FM;H;1990;D29;746
FM;H;1990;D30;708
FM;H;1990;D31;838
FM;H;1990;D32;754
FM;H;1990;D33;799
FM;H;1990;D34;848
FM;H;1990;D35;867
FM;H;1990;D36;960
FM;H;1990;D37;978
FM;H;1990;D38;1128
FM;H;1990;D39;1181
FM;H;1990;D40;1223
FM;H;1990;D41;1392
FM;H;1990;D42;1455
FM;H;1990;D43;1503
FM;H;1990;D44;1652
FM;H;1990;D45;1356
FM;H;1990;D46;1471
FM;H;1990;D47;1542
FM;H;1990;D48;1521
FM;H;1990;D49;1409
FM;H;1990;D50;1695
FM;H;1990;D51;1949
FM;H;1990;D52;2076
FM;H;1990;D53;2388
FM;H;1990;D54;2569
FM;H;1990;D55;2774
FM;H;1990;D56;3272
FM;H;1990;D57;3221
FM;H;1990;D58;3653
FM;H;1990;D59;3943
FM;H;1990;D60;4320
FM;H;1990;D61;4455
FM;H;1990;D62;4749
FM;H;1990;D63;5003
FM;H;1990;D64;5315
FM;H;1990;D65;5405
FM;H;1990;D66;5444
FM;H;1990;D67;5855
FM;H;1990;D68;6264
FM;H;1990;D69;6545
FM;H;1990;D70;7031
FM;H;1990;D71;4644
FM;H;1990;D72;4396
FM;H;1990;D73;4033
FM;H;1990;D74;3945
FM;H;1990;D75;5102
FM;H;1990;D76;7895
FM;H;1990;D77;8364
FM;H;1990;D78;8776
FM;H;1990;D79;8256
FM;H;1990;D80;8830
FM;H;1990;D81;8814
FM;H;1990;D82;8903
FM;H;1990;D83;8342
FM;H;1990;D84;8327
FM;H;1990;D85;7638
