CHAMP;SEXE;ANNEE_1962_2019;AGE_ATTEINT_R;DECES
FE;F;1997;D37;399
FE;F;1997;D38;402
FE;F;1997;D39;467
FE;F;1997;D40;506
FE;F;1997;D41;541
FE;F;1997;D42;601
FE;F;1997;D43;643
FE;F;1997;D44;660
FE;F;1997;D45;775
FE;F;1997;D46;814
FE;F;1997;D47;913
FE;F;1997;D48;909
FE;F;1997;D49;986
FE;F;1997;D50;1052
FE;F;1997;D51;1158
FE;F;1997;D52;913
FE;F;1997;D53;994
FE;F;1997;D54;990
FE;F;1997;D55;1017
FE;F;1997;D56;931
FE;F;1997;D57;1068
FE;F;1997;D58;1147
FE;F;1997;D59;1330
FE;F;1997;D60;1363
FE;F;1997;D61;1536
FE;F;1997;D62;1610
FE;F;1997;D63;1802
FE;F;1997;D64;1971
FE;F;1997;D65;2260
FE;F;1997;D66;2461
FE;F;1997;D67;2785
FE;F;1997;D68;2933
FE;F;1997;D69;3173
FE;F;1997;D70;3430
FE;F;1997;D71;3688
FE;F;1997;D72;4069
FE;F;1997;D73;4408
FE;F;1997;D74;4942
FE;F;1997;D75;5432
FE;F;1997;D76;6252
FE;F;1997;D77;7057
FE;F;1997;D78;4682
FE;F;1997;D79;4576
FE;F;1997;D80;4452
FE;F;1997;D81;4663
FE;F;1997;D82;6234
FE;F;1997;D83;10080
FE;F;1997;D84;10791
FE;F;1997;D85;11636
FE;F;1997;D86;11440
FE;F;1997;D87;12060
FE;F;1997;D88;12250
FE;F;1997;D89;11938
FE;F;1997;D90;11346
FE;F;1997;D91;10385
FE;F;1997;D92;9457
FE;F;1997;D93;8397
FE;F;1997;D94;7239
FE;F;1997;D95;6142
FE;F;1997;D96;4974
FE;F;1997;D97;3563
FE;F;1997;D98;2646
FE;F;1997;D99;1846
FE;F;1997;D100;3576
FE;F;1998;DEC;263993
FE;F;1998;D0;1417
FE;F;1998;D1;263
FE;F;1998;D2;106
FE;F;1998;D3;75
FE;F;1998;D4;45
FE;F;1998;D5;52
FE;F;1998;D6;52
FE;F;1998;D7;48
FE;F;1998;D8;61
FE;F;1998;D9;45
FE;F;1998;D10;35
FE;F;1998;D11;40
FE;F;1998;D12;49
FE;F;1998;D13;56
FE;F;1998;D14;66
FE;F;1998;D15;67
FE;F;1998;D16;92
FE;F;1998;D17;104
FE;F;1998;D18;124
FE;F;1998;D19;137
FE;F;1998;D20;132
FE;F;1998;D21;152
FE;F;1998;D22;151
FE;F;1998;D23;175
FE;F;1998;D24;162
FE;F;1998;D25;160
FE;F;1998;D26;196
FE;F;1998;D27;192
FE;F;1998;D28;189
FE;F;1998;D29;195
FE;F;1998;D30;217
FE;F;1998;D31;233
FE;F;1998;D32;245
FE;F;1998;D33;275
FE;F;1998;D34;294
FE;F;1998;D35;334
FE;F;1998;D36;346
FE;F;1998;D37;374
FE;F;1998;D38;398
FE;F;1998;D39;497
FE;F;1998;D40;461
FE;F;1998;D41;552
FE;F;1998;D42;553
FE;F;1998;D43;679
FE;F;1998;D44;714
FE;F;1998;D45;710
FE;F;1998;D46;774
FE;F;1998;D47;851
FE;F;1998;D48;900
FE;F;1998;D49;960
FE;F;1998;D50;1057
FE;F;1998;D51;1142
FE;F;1998;D52;1113
FE;F;1998;D53;954
FE;F;1998;D54;1037
FE;F;1998;D55;1069
FE;F;1998;D56;1029
FE;F;1998;D57;984
FE;F;1998;D58;1141
FE;F;1998;D59;1306
FE;F;1998;D60;1389
FE;F;1998;D61;1484
FE;F;1998;D62;1631
FE;F;1998;D63;1682
FE;F;1998;D64;2003
FE;F;1998;D65;2171
FE;F;1998;D66;2432
FE;F;1998;D67;2696
FE;F;1998;D68;2922
FE;F;1998;D69;2949
FE;F;1998;D70;3346
FE;F;1998;D71;3721
FE;F;1998;D72;4086
FE;F;1998;D73;4545
FE;F;1998;D74;4864
FE;F;1998;D75;5473
FE;F;1998;D76;5974
FE;F;1998;D77;6728
FE;F;1998;D78;7584
FE;F;1998;D79;5148
FE;F;1998;D80;4989
FE;F;1998;D81;4771
FE;F;1998;D82;4965
FE;F;1998;D83;6857
FE;F;1998;D84;10881
FE;F;1998;D85;11627
FE;F;1998;D86;12240
FE;F;1998;D87;11902
FE;F;1998;D88;12315
FE;F;1998;D89;12140
FE;F;1998;D90;11638
FE;F;1998;D91;10669
FE;F;1998;D92;9931
FE;F;1998;D93;8652
FE;F;1998;D94;7561
FE;F;1998;D95;6288
FE;F;1998;D96;5190
FE;F;1998;D97;4011
FE;F;1998;D98;2863
FE;F;1998;D99;2023
FE;F;1998;D100;3815
FE;F;1999;DEC;266930
FE;F;1999;D0;1291
FE;F;1999;D1;262
FE;F;1999;D2;100
FE;F;1999;D3;76
FE;F;1999;D4;49
FE;F;1999;D5;59
FE;F;1999;D6;46
FE;F;1999;D7;37
FE;F;1999;D8;47
FE;F;1999;D9;50
FE;F;1999;D10;57
FE;F;1999;D11;43
FE;F;1999;D12;45
FE;F;1999;D13;51
FE;F;1999;D14;59
FE;F;1999;D15;64
FE;F;1999;D16;86
FE;F;1999;D17;101
FE;F;1999;D18;137
FE;F;1999;D19;135
FE;F;1999;D20;146
FE;F;1999;D21;143
FE;F;1999;D22;141
FE;F;1999;D23;157
FE;F;1999;D24;137
FE;F;1999;D25;133
FE;F;1999;D26;175
FE;F;1999;D27;211
FE;F;1999;D28;189
FE;F;1999;D29;175
FE;F;1999;D30;209
FE;F;1999;D31;213
FE;F;1999;D32;248
FE;F;1999;D33;248
FE;F;1999;D34;317
FE;F;1999;D35;324
FE;F;1999;D36;368
FE;F;1999;D37;371
FE;F;1999;D38;421
FE;F;1999;D39;430
FE;F;1999;D40;479
FE;F;1999;D41;571
FE;F;1999;D42;640
FE;F;1999;D43;646
FE;F;1999;D44;672
FE;F;1999;D45;746
FE;F;1999;D46;776
FE;F;1999;D47;892
FE;F;1999;D48;910
FE;F;1999;D49;1007
FE;F;1999;D50;1111
FE;F;1999;D51;1116
FE;F;1999;D52;1208
FE;F;1999;D53;1205
FE;F;1999;D54;990
FE;F;1999;D55;1089
FE;F;1999;D56;1065
FE;F;1999;D57;1028
FE;F;1999;D58;1069
FE;F;1999;D59;1167
FE;F;1999;D60;1409
FE;F;1999;D61;1500
FE;F;1999;D62;1536
FE;F;1999;D63;1676
FE;F;1999;D64;1881
FE;F;1999;D65;2039
FE;F;1999;D66;2180
FE;F;1999;D67;2553
FE;F;1999;D68;2770
FE;F;1999;D69;3137
FE;F;1999;D70;3329
FE;F;1999;D71;3558
FE;F;1999;D72;3954
FE;F;1999;D73;4399
FE;F;1999;D74;4837
FE;F;1999;D75;5168
FE;F;1999;D76;5940
FE;F;1999;D77;6604
FE;F;1999;D78;7514
FE;F;1999;D79;8513
FE;F;1999;D80;5612
FE;F;1999;D81;5500
FE;F;1999;D82;5272
FE;F;1999;D83;5488
FE;F;1999;D84;7357
FE;F;1999;D85;11458
FE;F;1999;D86;12308
FE;F;1999;D87;12715
FE;F;1999;D88;12223
FE;F;1999;D89;12527
FE;F;1999;D90;12176
FE;F;1999;D91;11312
FE;F;1999;D92;10197
FE;F;1999;D93;9109
FE;F;1999;D94;7778
FE;F;1999;D95;6519
FE;F;1999;D96;5268
FE;F;1999;D97;4215
FE;F;1999;D98;3166
FE;F;1999;D99;2126
FE;F;1999;D100;4169
FE;F;2000;DEC;263138
FE;F;2000;D0;1330
FE;F;2000;D1;293
FE;F;2000;D2;108
FE;F;2000;D3;73
FE;F;2000;D4;50
FE;F;2000;D5;41
FE;F;2000;D6;39
FE;F;2000;D7;45
FE;F;2000;D8;34
FE;F;2000;D9;40
FE;F;2000;D10;47
FE;F;2000;D11;40
FE;F;2000;D12;46
FE;F;2000;D13;60
FE;F;2000;D14;53
FE;F;2000;D15;77
FE;F;2000;D16;91
FE;F;2000;D17;101
FE;F;2000;D18;121
FE;F;2000;D19;155
FE;F;2000;D20;133
FE;F;2000;D21;135
FE;F;2000;D22;119
FE;F;2000;D23;128
FE;F;2000;D24;139
FE;F;2000;D25;136
FE;F;2000;D26;153
FE;F;2000;D27;159
FE;F;2000;D28;160
FE;F;2000;D29;147
FE;F;2000;D30;166
FE;F;2000;D31;229
FE;F;2000;D32;248
FE;F;2000;D33;240
FE;F;2000;D34;299
FE;F;2000;D35;303
FE;F;2000;D36;375
FE;F;2000;D37;382
FE;F;2000;D38;397
FE;F;2000;D39;424
FE;F;2000;D40;512
FE;F;2000;D41;542
FE;F;2000;D42;622
FE;F;2000;D43;619
FE;F;2000;D44;655
FE;F;2000;D45;730
FE;F;2000;D46;829
FE;F;2000;D47;835
FE;F;2000;D48;972
FE;F;2000;D49;1028
FE;F;2000;D50;1090
FE;F;2000;D51;1079
FE;F;2000;D52;1193
FE;F;2000;D53;1280
FE;F;2000;D54;1260
FE;F;2000;D55;1049
FE;F;2000;D56;1124
FE;F;2000;D57;1143
FE;F;2000;D58;1153
FE;F;2000;D59;1026
FE;F;2000;D60;1256
FE;F;2000;D61;1408
FE;F;2000;D62;1497
FE;F;2000;D63;1689
FE;F;2000;D64;1750
FE;F;2000;D65;1924
FE;F;2000;D66;2240
FE;F;2000;D67;2379
FE;F;2000;D68;2688
FE;F;2000;D69;3013
FE;F;2000;D70;3368
FE;F;2000;D71;3566
FE;F;2000;D72;4004
FE;F;2000;D73;4132
FE;F;2000;D74;4695
FE;F;2000;D75;5108
FE;F;2000;D76;5562
FE;F;2000;D77;6321
FE;F;2000;D78;6943
FE;F;2000;D79;7911
FE;F;2000;D80;8963
FE;F;2000;D81;5931
FE;F;2000;D82;5720
FE;F;2000;D83;5574
FE;F;2000;D84;5692
FE;F;2000;D85;7639
FE;F;2000;D86;11931
FE;F;2000;D87;12357
FE;F;2000;D88;12784
FE;F;2000;D89;11844
FE;F;2000;D90;11935
FE;F;2000;D91;11215
FE;F;2000;D92;10620
FE;F;2000;D93;9062
FE;F;2000;D94;8083
FE;F;2000;D95;6770
FE;F;2000;D96;5414
FE;F;2000;D97;4203
FE;F;2000;D98;3225
FE;F;2000;D99;2345
FE;F;2000;D100;4320
FE;F;2001;DEC;263251
FE;F;2001;D0;1393
FE;F;2001;D1;282
FE;F;2001;D2;111
FE;F;2001;D3;67
FE;F;2001;D4;73
FE;F;2001;D5;58
FE;F;2001;D6;37
FE;F;2001;D7;41
FE;F;2001;D8;29
FE;F;2001;D9;33
FE;F;2001;D10;33
FE;F;2001;D11;43
FE;F;2001;D12;50
FE;F;2001;D13;52
FE;F;2001;D14;48
FE;F;2001;D15;85
FE;F;2001;D16;92
FE;F;2001;D17;100
FE;F;2001;D18;114
FE;F;2001;D19;167
FE;F;2001;D20;156
FE;F;2001;D21;151
FE;F;2001;D22;120
FE;F;2001;D23;121
FE;F;2001;D24;135
FE;F;2001;D25;145
FE;F;2001;D26;126
FE;F;2001;D27;144
FE;F;2001;D28;170
FE;F;2001;D29;180
FE;F;2001;D30;192
FE;F;2001;D31;193
FE;F;2001;D32;215
FE;F;2001;D33;253
FE;F;2001;D34;271
FE;F;2001;D35;307
FE;F;2001;D36;341
FE;F;2001;D37;371
FE;F;2001;D38;419
FE;F;2001;D39;457
FE;F;2001;D40;515
FE;F;2001;D41;529
FE;F;2001;D42;563
FE;F;2001;D43;618
FE;F;2001;D44;735
FE;F;2001;D45;765
FE;F;2001;D46;859
FE;F;2001;D47;865
FE;F;2001;D48;931
FE;F;2001;D49;1009
FE;F;2001;D50;1071
FE;F;2001;D51;1060
FE;F;2001;D52;1177
FE;F;2001;D53;1276
FE;F;2001;D54;1278
FE;F;2001;D55;1374
FE;F;2001;D56;1083
FE;F;2001;D57;1200
FE;F;2001;D58;1235
FE;F;2001;D59;1219
FE;F;2001;D60;1186
FE;F;2001;D61;1319
FE;F;2001;D62;1523
FE;F;2001;D63;1629
FE;F;2001;D64;1800
FE;F;2001;D65;1977
FE;F;2001;D66;2107
FE;F;2001;D67;2356
FE;F;2001;D68;2610
FE;F;2001;D69;2858
FE;F;2001;D70;3165
FE;F;2001;D71;3594
FE;F;2001;D72;3889
FE;F;2001;D73;4222
FE;F;2001;D74;4663
FE;F;2001;D75;5201
FE;F;2001;D76;5584
FE;F;2001;D77;6114
FE;F;2001;D78;6818
FE;F;2001;D79;7558
FE;F;2001;D80;8655
FE;F;2001;D81;9752
FE;F;2001;D82;6338
FE;F;2001;D83;6078
FE;F;2001;D84;5896
FE;F;2001;D85;5994
FE;F;2001;D86;7699
FE;F;2001;D87;12258
FE;F;2001;D88;12249
FE;F;2001;D89;12481
FE;F;2001;D90;11379
FE;F;2001;D91;11620
FE;F;2001;D92;10670
FE;F;2001;D93;9860
FE;F;2001;D94;8070
FE;F;2001;D95;6757
FE;F;2001;D96;5595
FE;F;2001;D97;4376
FE;F;2001;D98;3400
FE;F;2001;D99;2512
FE;F;2001;D100;4702
FE;F;2002;DEC;266503
FE;F;2002;D0;1227
FE;F;2002;D1;295
FE;F;2002;D2;103
FE;F;2002;D3;73
FE;F;2002;D4;46
FE;F;2002;D5;57
FE;F;2002;D6;42
FE;F;2002;D7;40
FE;F;2002;D8;33
FE;F;2002;D9;42
FE;F;2002;D10;45
FE;F;2002;D11;50
FE;F;2002;D12;49
FE;F;2002;D13;40
FE;F;2002;D14;49
FE;F;2002;D15;63
FE;F;2002;D16;70
FE;F;2002;D17;90
FE;F;2002;D18;114
FE;F;2002;D19;141
FE;F;2002;D20;140
FE;F;2002;D21;138
FE;F;2002;D22;143
FE;F;2002;D23;120
FE;F;2002;D24;132
FE;F;2002;D25;132
FE;F;2002;D26;125
FE;F;2002;D27;145
FE;F;2002;D28;158
FE;F;2002;D29;162
FE;F;2002;D30;184
FE;F;2002;D31;187
FE;F;2002;D32;197
FE;F;2002;D33;226
FE;F;2002;D34;246
FE;F;2002;D35;292
FE;F;2002;D36;307
FE;F;2002;D37;344
FE;F;2002;D38;393
FE;F;2002;D39;440
FE;F;2002;D40;465
FE;F;2002;D41;558
FE;F;2002;D42;593
FE;F;2002;D43;672
FE;F;2002;D44;710
FE;F;2002;D45;791
FE;F;2002;D46;797
FE;F;2002;D47;888
FE;F;2002;D48;897
FE;F;2002;D49;1037
FE;F;2002;D50;1089
FE;F;2002;D51;1100
FE;F;2002;D52;1218
FE;F;2002;D53;1313
FE;F;2002;D54;1358
FE;F;2002;D55;1423
FE;F;2002;D56;1503
FE;F;2002;D57;1219
FE;F;2002;D58;1263
FE;F;2002;D59;1272
FE;F;2002;D60;1229
FE;F;2002;D61;1224
FE;F;2002;D62;1388
FE;F;2002;D63;1577
FE;F;2002;D64;1738
FE;F;2002;D65;1902
FE;F;2002;D66;2024
FE;F;2002;D67;2353
FE;F;2002;D68;2504
FE;F;2002;D69;2814
FE;F;2002;D70;3195
FE;F;2002;D71;3442
FE;F;2002;D72;3908
FE;F;2002;D73;4082
FE;F;2002;D74;4545
FE;F;2002;D75;4956
FE;F;2002;D76;5563
FE;F;2002;D77;6286
FE;F;2002;D78;6899
FE;F;2002;D79;7417
FE;F;2002;D80;8283
FE;F;2002;D81;9439
FE;F;2002;D82;10617
FE;F;2002;D83;7098
FE;F;2002;D84;6731
FE;F;2002;D85;6356
FE;F;2002;D86;6226
FE;F;2002;D87;8093
FE;F;2002;D88;12424
FE;F;2002;D89;12683
FE;F;2002;D90;12576
FE;F;2002;D91;11357
FE;F;2002;D92;11143
FE;F;2002;D93;9874
FE;F;2002;D94;8671
FE;F;2002;D95;7088
FE;F;2002;D96;5902
FE;F;2002;D97;4631
FE;F;2002;D98;3412
FE;F;2002;D99;2668
FE;F;2002;D100;5139
FE;F;2003;DEC;277792
FE;F;2003;D0;1241
FE;F;2003;D1;261
FE;F;2003;D2;106
FE;F;2003;D3;74
FE;F;2003;D4;56
FE;F;2003;D5;44
FE;F;2003;D6;39
FE;F;2003;D7;39
FE;F;2003;D8;45
FE;F;2003;D9;28
FE;F;2003;D10;33
FE;F;2003;D11;25
FE;F;2003;D12;32
FE;F;2003;D13;46
FE;F;2003;D14;51
FE;F;2003;D15;54
FE;F;2003;D16;68
FE;F;2003;D17;99
FE;F;2003;D18;96
FE;F;2003;D19;99
FE;F;2003;D20;117
FE;F;2003;D21;127
FE;F;2003;D22;121
FE;F;2003;D23;132
FE;F;2003;D24;109
FE;F;2003;D25;112
FE;F;2003;D26;122
FE;F;2003;D27;149
FE;F;2003;D28;136
FE;F;2003;D29;154
FE;F;2003;D30;177
FE;F;2003;D31;194
FE;F;2003;D32;199
FE;F;2003;D33;249
FE;F;2003;D34;242
FE;F;2003;D35;290
FE;F;2003;D36;325
FE;F;2003;D37;317
FE;F;2003;D38;358
FE;F;2003;D39;461
FE;F;2003;D40;496
FE;F;2003;D41;531
FE;F;2003;D42;567
FE;F;2003;D43;629
FE;F;2003;D44;710
FE;F;2003;D45;699
FE;F;2003;D46;821
FE;F;2003;D47;868
FE;F;2003;D48;976
FE;F;2003;D49;1022
FE;F;2003;D50;1044
FE;F;2003;D51;1177
FE;F;2003;D52;1242
FE;F;2003;D53;1319
FE;F;2003;D54;1403
FE;F;2003;D55;1420
FE;F;2003;D56;1538
FE;F;2003;D57;1560
FE;F;2003;D58;1250
FE;F;2003;D59;1332
FE;F;2003;D60;1339
FE;F;2003;D61;1358
FE;F;2003;D62;1340
FE;F;2003;D63;1507
FE;F;2003;D64;1771
FE;F;2003;D65;1856
FE;F;2003;D66;2077
FE;F;2003;D67;2238
FE;F;2003;D68;2478
FE;F;2003;D69;2809
FE;F;2003;D70;3028
FE;F;2003;D71;3482
FE;F;2003;D72;3949
FE;F;2003;D73;4289
FE;F;2003;D74;4604
FE;F;2003;D75;5096
FE;F;2003;D76;5673
FE;F;2003;D77;6191
FE;F;2003;D78;6952
FE;F;2003;D79;7689
FE;F;2003;D80;8400
FE;F;2003;D81;9408
FE;F;2003;D82;10688
FE;F;2003;D83;11880
FE;F;2003;D84;7703
FE;F;2003;D85;7417
FE;F;2003;D86;6760
FE;F;2003;D87;6931
FE;F;2003;D88;8677
FE;F;2003;D89;13305
FE;F;2003;D90;13303
FE;F;2003;D91;12874
FE;F;2003;D92;11314
FE;F;2003;D93;10817
FE;F;2003;D94;9437
FE;F;2003;D95;7861
FE;F;2003;D96;6393
FE;F;2003;D97;5204
FE;F;2003;D98;3873
FE;F;2003;D99;2801
FE;F;2003;D100;5789
FE;F;2004;DEC;250802
FE;F;2004;D0;1209
FE;F;2004;D1;264
FE;F;2004;D2;93
FE;F;2004;D3;58
FE;F;2004;D4;46
FE;F;2004;D5;32
FE;F;2004;D6;36
FE;F;2004;D7;33
FE;F;2004;D8;28
FE;F;2004;D9;37
FE;F;2004;D10;21
FE;F;2004;D11;43
FE;F;2004;D12;44
FE;F;2004;D13;35
FE;F;2004;D14;50
FE;F;2004;D15;51
FE;F;2004;D16;72
FE;F;2004;D17;82
FE;F;2004;D18;98
FE;F;2004;D19;121
FE;F;2004;D20;108
FE;F;2004;D21;119
FE;F;2004;D22;105
FE;F;2004;D23;128
FE;F;2004;D24;128
FE;F;2004;D25;94
FE;F;2004;D26;120
FE;F;2004;D27;120
FE;F;2004;D28;117
FE;F;2004;D29;126
FE;F;2004;D30;192
FE;F;2004;D31;167
FE;F;2004;D32;193
FE;F;2004;D33;232
FE;F;2004;D34;259
FE;F;2004;D35;236
FE;F;2004;D36;291
FE;F;2004;D37;339
FE;F;2004;D38;403
FE;F;2004;D39;397
FE;F;2004;D40;441
FE;F;2004;D41;506
FE;F;2004;D42;549
FE;F;2004;D43;622
FE;F;2004;D44;678
FE;F;2004;D45;737
FE;F;2004;D46;763
FE;F;2004;D47;848
FE;F;2004;D48;936
FE;F;2004;D49;948
FE;F;2004;D50;1057
FE;F;2004;D51;1158
FE;F;2004;D52;1162
FE;F;2004;D53;1240
FE;F;2004;D54;1413
FE;F;2004;D55;1443
FE;F;2004;D56;1449
FE;F;2004;D57;1560
FE;F;2004;D58;1531
FE;F;2004;D59;1383
FE;F;2004;D60;1446
FE;F;2004;D61;1452
FE;F;2004;D62;1406
FE;F;2004;D63;1334
FE;F;2004;D64;1568
FE;F;2004;D65;1847
FE;F;2004;D66;1836
FE;F;2004;D67;2008
FE;F;2004;D68;2243
FE;F;2004;D69;2513
FE;F;2004;D70;2813
FE;F;2004;D71;3085
FE;F;2004;D72;3569
FE;F;2004;D73;3911
FE;F;2004;D74;4325
FE;F;2004;D75;4558
FE;F;2004;D76;5149
FE;F;2004;D77;5593
FE;F;2004;D78;6089
FE;F;2004;D79;6995
FE;F;2004;D80;7409
FE;F;2004;D81;8249
FE;F;2004;D82;9113
FE;F;2004;D83;10332
FE;F;2004;D84;11277
FE;F;2004;D85;7348
FE;F;2004;D86;6799
FE;F;2004;D87;6446
FE;F;2004;D88;6012
FE;F;2004;D89;7702
FE;F;2004;D90;11432
FE;F;2004;D91;11172
FE;F;2004;D92;10383
FE;F;2004;D93;9193
FE;F;2004;D94;8444
FE;F;2004;D95;7299
FE;F;2004;D96;5880
FE;F;2004;D97;4629
FE;F;2004;D98;3509
FE;F;2004;D99;2548
FE;F;2004;D100;5135
FE;F;2005;DEC;261578
FE;F;2005;D0;1158
FE;F;2005;D1;219
FE;F;2005;D2;92
FE;F;2005;D3;67
FE;F;2005;D4;53
FE;F;2005;D5;43
FE;F;2005;D6;39
FE;F;2005;D7;35
FE;F;2005;D8;33
FE;F;2005;D9;25
FE;F;2005;D10;28
FE;F;2005;D11;26
FE;F;2005;D12;28
FE;F;2005;D13;32
FE;F;2005;D14;55
FE;F;2005;D15;48
FE;F;2005;D16;65
FE;F;2005;D17;84
FE;F;2005;D18;100
FE;F;2005;D19;112
FE;F;2005;D20;118
FE;F;2005;D21;133
FE;F;2005;D22;115
FE;F;2005;D23;110
FE;F;2005;D24;105
FE;F;2005;D25;106
FE;F;2005;D26;116
FE;F;2005;D27;116
FE;F;2005;D28;129
FE;F;2005;D29;128
FE;F;2005;D30;147
FE;F;2005;D31;185
FE;F;2005;D32;200
FE;F;2005;D33;216
FE;F;2005;D34;235
FE;F;2005;D35;240
FE;F;2005;D36;281
FE;F;2005;D37;311
FE;F;2005;D38;344
FE;F;2005;D39;416
FE;F;2005;D40;430
FE;F;2005;D41;481
FE;F;2005;D42;530
FE;F;2005;D43;583
FE;F;2005;D44;676
FE;F;2005;D45;639
FE;F;2005;D46;828
FE;F;2005;D47;822
FE;F;2005;D48;928
FE;F;2005;D49;941
FE;F;2005;D50;1080
FE;F;2005;D51;1119
FE;F;2005;D52;1157
FE;F;2005;D53;1209
FE;F;2005;D54;1327
FE;F;2005;D55;1403
FE;F;2005;D56;1516
FE;F;2005;D57;1570
FE;F;2005;D58;1609
FE;F;2005;D59;1682
FE;F;2005;D60;1460
FE;F;2005;D61;1463
FE;F;2005;D62;1543
FE;F;2005;D63;1529
FE;F;2005;D64;1472
FE;F;2005;D65;1596
FE;F;2005;D66;1920
FE;F;2005;D67;2060
FE;F;2005;D68;2259
FE;F;2005;D69;2527
FE;F;2005;D70;2630
FE;F;2005;D71;3180
FE;F;2005;D72;3348
FE;F;2005;D73;3826
FE;F;2005;D74;4162
FE;F;2005;D75;4806
FE;F;2005;D76;5015
FE;F;2005;D77;5675
FE;F;2005;D78;6344
FE;F;2005;D79;6990
FE;F;2005;D80;7778
FE;F;2005;D81;8574
FE;F;2005;D82;9312
FE;F;2005;D83;10053
FE;F;2005;D84;11462
FE;F;2005;D85;12587
FE;F;2005;D86;8051
FE;F;2005;D87;7522
FE;F;2005;D88;6860
FE;F;2005;D89;6401
FE;F;2005;D90;8091
FE;F;2005;D91;11863
FE;F;2005;D92;11081
FE;F;2005;D93;10346
FE;F;2005;D94;8733
FE;F;2005;D95;7709
FE;F;2005;D96;6644
FE;F;2005;D97;5282
FE;F;2005;D98;3988
FE;F;2005;D99;2987
FE;F;2005;D100;5826
FE;F;2006;DEC;255224
FE;F;2006;D0;1176
FE;F;2006;D1;240
FE;F;2006;D2;87
FE;F;2006;D3;63
FE;F;2006;D4;51
FE;F;2006;D5;53
FE;F;2006;D6;41
FE;F;2006;D7;33
FE;F;2006;D8;27
FE;F;2006;D9;27
FE;F;2006;D10;28
FE;F;2006;D11;26
FE;F;2006;D12;36
FE;F;2006;D13;35
FE;F;2006;D14;40
FE;F;2006;D15;53
FE;F;2006;D16;61
FE;F;2006;D17;86
FE;F;2006;D18;94
FE;F;2006;D19;95
FE;F;2006;D20;104
FE;F;2006;D21;135
FE;F;2006;D22;114
FE;F;2006;D23;97
FE;F;2006;D24;108
FE;F;2006;D25;124
FE;F;2006;D26;115
FE;F;2006;D27;125
FE;F;2006;D28;107
FE;F;2006;D29;122
FE;F;2006;D30;121
FE;F;2006;D31;149
FE;F;2006;D32;184
FE;F;2006;D33;183
FE;F;2006;D34;225
FE;F;2006;D35;264
FE;F;2006;D36;274
FE;F;2006;D37;301
FE;F;2006;D38;334
FE;F;2006;D39;407
FE;F;2006;D40;433
FE;F;2006;D41;459
FE;F;2006;D42;538
FE;F;2006;D43;597
FE;F;2006;D44;598
FE;F;2006;D45;588
FE;F;2006;D46;810
FE;F;2006;D47;847
FE;F;2006;D48;842
FE;F;2006;D49;1024
FE;F;2006;D50;1076
FE;F;2006;D51;1170
FE;F;2006;D52;1180
FE;F;2006;D53;1287
FE;F;2006;D54;1325
FE;F;2006;D55;1372
FE;F;2006;D56;1459
FE;F;2006;D57;1619
FE;F;2006;D58;1664
FE;F;2006;D59;1677
FE;F;2006;D60;1800
FE;F;2006;D61;1439
FE;F;2006;D62;1542
FE;F;2006;D63;1631
FE;F;2006;D64;1665
FE;F;2006;D65;1483
FE;F;2006;D66;1756
FE;F;2006;D67;2025
FE;F;2006;D68;2166
FE;F;2006;D69;2412
FE;F;2006;D70;2571
FE;F;2006;D71;2924
FE;F;2006;D72;3296
FE;F;2006;D73;3434
FE;F;2006;D74;4210
FE;F;2006;D75;4539
FE;F;2006;D76;5174
FE;F;2006;D77;5559
FE;F;2006;D78;6174
FE;F;2006;D79;6571
FE;F;2006;D80;7360
FE;F;2006;D81;8009
FE;F;2006;D82;8834
FE;F;2006;D83;9846
FE;F;2006;D84;10522
FE;F;2006;D85;11665
FE;F;2006;D86;12487
FE;F;2006;D87;8050
FE;F;2006;D88;7236
FE;F;2006;D89;6527
FE;F;2006;D90;6278
FE;F;2006;D91;7582
FE;F;2006;D92;10922
FE;F;2006;D93;10215
FE;F;2006;D94;8983
FE;F;2006;D95;7305
FE;F;2006;D96;6553
FE;F;2006;D97;5116
FE;F;2006;D98;3921
FE;F;2006;D99;2910
FE;F;2006;D100;6022
FE;F;2007;DEC;257471
FE;F;2007;D0;1108
FE;F;2007;D1;241
FE;F;2007;D2;83
FE;F;2007;D3;61
FE;F;2007;D4;45
FE;F;2007;D5;42
FE;F;2007;D6;34
FE;F;2007;D7;41
FE;F;2007;D8;34
FE;F;2007;D9;35
FE;F;2007;D10;26
FE;F;2007;D11;27
FE;F;2007;D12;36
FE;F;2007;D13;28
FE;F;2007;D14;33
FE;F;2007;D15;48
FE;F;2007;D16;54
FE;F;2007;D17;75
FE;F;2007;D18;79
FE;F;2007;D19;102
FE;F;2007;D20;95
FE;F;2007;D21;112
FE;F;2007;D22;88
FE;F;2007;D23;92
FE;F;2007;D24;110
FE;F;2007;D25;113
FE;F;2007;D26;112
FE;F;2007;D27;146
FE;F;2007;D28;119
FE;F;2007;D29;136
FE;F;2007;D30;147
FE;F;2007;D31;136
FE;F;2007;D32;138
FE;F;2007;D33;160
FE;F;2007;D34;216
FE;F;2007;D35;241
FE;F;2007;D36;259
FE;F;2007;D37;298
FE;F;2007;D38;333
FE;F;2007;D39;378
FE;F;2007;D40;372
FE;F;2007;D41;450
FE;F;2007;D42;509
FE;F;2007;D43;552
FE;F;2007;D44;628
FE;F;2007;D45;698
FE;F;2007;D46;725
FE;F;2007;D47;772
FE;F;2007;D48;874
